Faculty,Department,Course Title,Course Code,Unit,Level,Course Status,Curriculum Type
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Research Methodology","EST 398","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Trends and Issues in Islamic Education","IED 302","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Islamic Family Law(Non- law Students)","ISL 306","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Textual Studies of the ?ad?th II","ISS 302","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Sharicah:al-Uquba? t (Penal codes)","ISS 304","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Islamic Political Thought and Movements","ISS 308","2","300","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Entrepreneurial Skills in Islamic Studies (Calligraphy)","ISS 326","2","300","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Theories of Learning Applied to Religious Education","LAS 314","2","300","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Comparative Religious Studies","REP 306","3","300","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Research Project","LAS 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History of West Africa from 1000 A.D. to 1500","HIS 102","3","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Introduction to Economic History","HIS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Archaeology of Nigeria","HIS 106","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Africans in the Diaspora from Antiquity","HIS 108","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Development and Practice of Diplomacy","HIS 112","3","100","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","From Local to Global: International Relations in Practice","HIS 116","3","100","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Economic History Of Nigeria In The I9Th Century","HIS 202","3","200","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History Of Islam And Christianity In West Africa From I500 To I900","HIS 204","3","200","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Global Encounters: Migration Colonization And Revolution In Latin America","HIS 206","3","200","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","International Organizations And Global Governments","HIS 208","3","200","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","First Aid and Safety Education","HKE 210","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History Methods","LAS 204","2","200","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Literature and Theology of St John","CRS 304","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Expansion of Christianity in West Africa","CRS 316","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Educational Measurements Tests Research Methods and Statistics","EDU 302","3","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Transformation in Nigerian Education","EFC 320","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Philosophical Foundations of Education","EFC 322","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Professional Entrepreneurship","ENT 1000","0","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Research Methodology","EST 398","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Lagos in the 20th Century","HIS 302","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Problems and Prospects of Regional Economic Development in Africa (ECOWAS,ECWA,ECA etc)","HIS 306","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Russian Politics and Diplomacy from 1917 to the present","HIS 308","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History of the Commonwealth","HIS 310","2","300","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History Research Methods Script Writing and Digital History Workshop (Entrepreneurship Specific Course)","HIS 312","4","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Women in History up to the 21st Century","HIS 314","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Africa and the Outside World","HIS 316","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Problems and issues in African Historiography","HIS 322","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Diplomatic History of North Africa and the Middle East in the 19th Centurary","HIS 324","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Isalmic Political Throught from Medieval Period","HIS 326","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History of the Industrial Revolutions from 1750 to 2010","HIS 336","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Regional Economic Integration and Political Development in Africa since 1963","HIS 338","3","300","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Theories of Learning Applied to Religious Education","LAS 314","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Curriculum and Instructional Strategies in Language Education","LAS 342","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Theories of Leaning Applied tto Social Science","LAS 364","2","300","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","O.A.U: A Study of African International Relations","HIS 402","2","400","E","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Contemporary History of the Middle East","HIS 406","2","400","R","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","History of Science and Technology","HIS 408","2","400","R","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Foreign Policies of the Major Powers","HIS 428","2","400","C","BMAS"
"FACULTY OF EDUCATION","HISTORY EDUCATION","Research Project","LAS 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Digital Media in Education","EDT 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Teaching Coding Skills to Students in a Megacity","EST 112","3","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Basic Computer Appreciation for the Mathematics Teacher","EST 152","2","100","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Issues in Mathematics Education","EST 154","2","100","R","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","Elementary Mathematics II (Calculus)","MAT 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (MATHEMATICS OPTION)","General Mathematics III (Vectors Geometry and Dynamics)","MAT 108","2","100","C","CCMAS"
