Faculty,Department,Course Title,Course Code,Unit,Level,Course Status,Curriculum Type
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Professional Entrepreneurship","ENT1000","0","300","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Data Analytics for Management Sciences","FMS 300","1","300","R","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Career and Severance Management","IRP 304","2","300","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Industrial Visits and Human Resource Practice","IRP 306","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Labour Market Analysis","IRP 308","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Employment And Labour Law","IRP 312","3","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Compensation And Reward Management II","IRP 314","2","300","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Gender Issues in Human Resource Management","IRP 316","2","300","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Leadership And Change Management","IRP 318","2","300","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Elements of Government","POL 312","3","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Element of Government","POL 346","2","300","E","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Multinational Human Resource Management","IRP 402","3","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","COLLECTIVE BARGAINING II","IRP 404","2","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","HUMAN RESOURCE AND BUSINESS POLICY","IRP 406","3","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Labour Policy and Administration","IRP 408","2","400","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Equality, Diversity and Inclusiveness in Human Resource Management","IRP 410","2","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","LABOUR RELATION IN NIGERIA","IRP 412","2","400","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","CONTEMPORARY ISSUES IN HUMAN RESOURCE MANAGEMENT","IRP 414","2","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","HUMAN RESOURCE ACCOUNTING","IRP 416","2","400","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","ETHICS IN HUMAN RESOURCE MANAGEMENT","IRP 418","2","400","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INDUSTRIAL RELATIONS & HUMAN RESOURCES MANAGEMENT","Research Project II","IRP 498","3","400","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Introduction to Financial Accounting II","ACC 102","3","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Introduction to Business II","BUA 102","2","100","E","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Principles of Economics II","ECO 102","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Introduction to Employment Relations","EHR 102","2","100","R","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Principles and Practice of Insurance","INS 102","3","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Introduction to Insurance for Non Insurance Students","INS 104","2","100","E","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","General Principles of Law for Non-Law Students II","JIL 106","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Basic Mathematics","MAT 110","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Principles of Project Management","MTE 114","2","100","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Introduction to Public Administration","PAD 106","2","100","R","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Cost Accounting","ACC 234","3","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Insurance Law (for Non-Law Students)","BUL 206","3","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Business Communication & Information Management","BUS 214","2","200","R","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Investment Decisions","FIN 220","2","200","R","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Insurance Underwriting","INS 208","3","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Principles Of Insurance","INS 212","2","200","E","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Insurance Claims Management","INS 214","3","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Statistics For Insurance Business","INS 216","2","200","C","CCMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Company Law for Non-Law Students","BUL 308","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Human Behaviour in Organisation","BUS 304","3","300","E","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF MANAGEMENT SCIENCE","INSURANCE","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
